,City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,Average Household Size,State Code,CO,NO2,O3,SO2,PM2.5,PM10
1309,Hammond,Indiana,36.0,38923.0,38687.0,77610,9224.0,2.61,IN,,,,,,
1310,Pasadena,California,37.6,67712.0,74534.0,142246,40779.0,2.63,CA,347.14,22.28,170.23,8.94,24.68,29.08
1311,Loveland,Colorado,37.6,37042.0,38146.0,75188,3050.0,2.53,CO,208.62,3.86,101.57,1.4,3.7,4.27
1312,Aurora,Colorado,34.2,177899.0,180971.0,358870,65816.0,2.8200000000000003,CO,247.0,10.97,47.21,0.17,1.94,2.7
1313,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,127609.0,2.79,NV,,,,,,
1314,Newport News,Virginia,32.8,88385.0,94000.0,182385,12589.0,2.46,VA,,,,,,
1315,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,2.53,LA,236.99,5.74,94.41,1.24,5.73,8.59
1316,Elk Grove,California,36.1,80057.0,86833.0,166890,38693.0,3.34,CA,257.02,6.26,150.2,2.12,15.58,17.84
1317,Garden Grove,California,37.8,86779.0,88605.0,175384,80677.0,3.66,CA,,,,,,
1318,Allen,Pennsylvania,33.5,60626.0,59581.0,120207,19652.0,2.67,PA,,,,,,
1319,Miami Beach,Florida,42.5,48090.0,44221.0,92311,49908.0,2.1,FL,,,,,,
1320,Peoria,Arizona,36.9,80139.0,91103.0,171242,14260.0,2.969999999999999,AZ,273.71,13.71,40.41,0.19,2.9,3.4
1321,Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,2.44,AZ,,,,,,
1322,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,2.45,DE,267.03,13.37,60.8,2.44,2.69,3.53
1323,Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,34313.0,2.66,MI,,,,,,
1324,Hialeah,Florida,43.0,111530.0,125552.0,237082,170148.0,3.31,FL,,,,,,
1325,Gulfport,Mississippi,35.1,33108.0,38764.0,71872,3072.0,2.54,MS,,,,,,
1326,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,4706.0,2.67,AL,,,,,,
1327,League City,Texas,35.9,49354.0,48996.0,98350,8361.0,2.719999999999999,TX,,,,,,
1328,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,2.38,SD,206.95,1.71,72.96,0.35,2.55,4.67
1329,Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,2.969999999999999,AZ,,,,,,
1330,Plymouth,Minnesota,38.4,39035.0,36893.0,75928,8830.0,2.46,MN,,,,,,
1331,Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,3.23,CA,,,,,,
1332,Fargo,North Dakota,30.7,60560.0,58690.0,119250,9428.0,2.18,ND,223.64,1.78,70.1,0.51,2.38,3.19
1334,Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,2.86,CA,,,,,,
1335,Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,2.85,NY,216.96,1.71,81.54,0.47,1.49,1.59
1336,Denton,Texas,28.7,62478.0,68569.0,131047,18451.0,2.66,TX,240.33,9.0,42.56,0.38,2.45,3.3
1337,Wilmington,North Carolina,35.5,52346.0,63601.0,115947,7401.0,2.24,NC,267.03,13.37,60.8,2.44,2.69,3.53
1338,Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,2.719999999999999,NC,250.34,8.91,50.78,1.55,3.08,3.59
1339,High Point,North Carolina,35.5,51751.0,58077.0,109828,16315.0,2.65,NC,277.04,7.45,47.21,0.69,5.81,6.13
1340,Salt Lake City,Utah,32.1,98364.0,94296.0,192660,32166.0,2.38,UT,,,,,,
1341,Columbia,Maryland,37.9,52202.0,51265.0,103467,23249.0,2.68,MD,240.33,2.66,60.8,0.95,4.39,4.63
1342,Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,2.15,MT,223.64,4.71,45.78,0.08,5.47,9.5
1343,Buffalo,New York,33.1,124537.0,133529.0,258066,24630.0,2.27,NY,327.11,21.25,30.04,2.3,4.98,5.6
1344,Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,2.13,WA,,,,,,
1345,Omaha,Nebraska,34.2,218789.0,225098.0,443887,48263.0,2.47,NE,247.0,8.05,69.38,0.61,3.34,5.11
1346,Weston,Florida,38.6,32956.0,36991.0,69947,30876.0,3.34,FL,,,,,,
1347,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5318.0,2.4,RI,307.08,15.25,0.0,3.37,7.46,8.07
1348,Nashville,Tennessee,34.1,314231.0,340365.0,654596,88193.0,2.39,TN,,,,,,
1349,Norman,Oklahoma,30.9,59483.0,60814.0,120297,8705.0,2.47,OK,473.98,41.13,36.48,1.16,6.44,7.71
1350,Waldorf,Maryland,33.6,35640.0,39872.0,75512,5954.0,2.69,MD,220.3,6.77,32.19,0.68,1.15,1.51
1351,Sioux City,Iowa,34.3,38827.0,43949.0,82776,7471.0,2.5700000000000003,IA,206.95,1.67,75.82,0.69,2.43,4.0
1352,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,2.32,IA,223.64,2.1,71.53,0.14,2.41,2.65
1353,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,3.42,IL,,,,,,
1355,Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,2.52,TN,230.31,4.46,90.84,1.59,4.41,5.73
1356,Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,2.51,VA,413.9,39.07,47.21,2.59,7.83,10.18
1357,Mayagüez,Puerto Rico,38.1,30799.0,35782.0,66581,,,PR,257.02,0.25,21.28,0.23,1.39,1.88
1358,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,2.81,MA,,,,,,
1359,Redding,California,38.8,42530.0,49049.0,91579,5181.0,2.42,CA,206.95,1.74,111.58,0.25,4.74,7.01
1360,Redding,California,38.8,42530.0,49049.0,91579,5181.0,2.42,CA,206.95,1.74,111.58,0.25,4.74,7.01
1361,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,11888.0,2.58,NM,213.62,0.9,108.72,0.95,11.54,34.61
1362,Carson,California,40.4,43790.0,49506.0,93296,33860.0,3.7,CA,367.17,19.54,168.8,5.07,24.12,29.99
1363,Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,18033.0,2.41,MI,273.71,6.0,37.91,0.69,2.8,3.03
1364,Pueblo,Colorado,37.6,55635.0,53784.0,109419,3578.0,2.44,CO,,,,,,
1365,Torrance,California,41.2,73209.0,75259.0,148468,43096.0,2.7,CA,320.44,16.79,150.2,4.17,16.64,21.05
1366,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,6123.0,2.719999999999999,OK,226.97,2.49,85.12,0.28,4.16,5.01
1367,Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,13824.0,2.41,NM,,,,,,
1368,Miami Beach,Florida,42.5,48090.0,44221.0,92311,49908.0,2.1,FL,,,,,,
1369,San Jose,California,36.5,518317.0,508602.0,1026919,401493.0,3.13,CA,317.1,12.51,153.07,4.53,22.79,27.94
1370,Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,3.32,CA,,,,,,
1371,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,2.4,TN,216.96,0.93,86.55,1.7,2.83,3.03
1372,Tustin,California,33.4,39511.0,41052.0,80563,25034.0,3.27,CA,,,,,,
1373,Union City,California,38.5,38599.0,35911.0,74510,32752.0,3.46,CA,253.68,8.48,98.71,1.64,7.9,13.26
1374,Fairfield,California,34.7,55550.0,57422.0,112972,24503.0,3.14,CA,223.64,1.35,113.01,0.39,9.41,12.46
1375,Cedar Park,Texas,34.4,31248.0,33589.0,64837,5207.0,3.05,TX,196.93,1.48,72.24,0.28,2.75,5.19
1376,Passaic,New Jersey,30.4,36505.0,34577.0,71082,24174.0,3.56,NJ,,,,,,
1377,Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,2.78,TX,236.99,5.66,78.68,0.63,3.43,4.89
1379,Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,2.46,CA,,,,,,
1380,Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,2.45,MI,290.39,9.85,33.98,1.25,3.28,3.67
1381,Folsom,California,40.9,41051.0,35317.0,76368,13234.0,2.62,CA,,,,,,
1382,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,72456.0,2.53,IN,240.33,8.4,67.23,1.48,2.55,3.05
1383,Rialto,California,31.6,49902.0,53235.0,103137,32741.0,3.83,CA,,,,,,
1384,Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,3.88,CA,253.68,9.08,60.08,1.1,2.74,3.37
1385,Montgomery,Alabama,35.4,94582.0,106004.0,200586,9337.0,2.41,AL,,,,,,
1386,Topeka,Kansas,37.1,60879.0,66378.0,127257,6711.0,2.32,KS,220.3,5.83,51.5,2.27,1.93,2.93
1388,Santa Clarita,California,38.1,90192.0,92175.0,182367,40666.0,3.02,CA,,,,,,
1389,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,17884.0,2.41,RI,,,,,,
1390,Alameda,California,41.4,37747.0,40867.0,78614,18841.0,2.52,CA,,,,,,
1391,Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,3.22,FL,,,,,,
1392,Birmingham,Alabama,35.6,102122.0,112789.0,214911,8258.0,2.21,AL,277.04,19.71,6.08,4.17,3.36,3.64
1393,Carmel,Indiana,39.9,42928.0,46101.0,89029,9645.0,2.71,IN,,,,,,
1394,Fort Worth,Texas,32.6,414126.0,422843.0,836969,143404.0,2.88,TX,,,,,,
1395,Detroit,Michigan,34.8,319265.0,357859.0,677124,39861.0,2.6,MI,,,,,,
1396,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,2.48,CO,165.22,0.81,82.97,0.2,0.9,1.05
1397,Nampa,Idaho,31.4,45651.0,44199.0,89850,6607.0,2.98,ID,,,,,,
1398,Spring Hill,Florida,45.1,48295.0,54902.0,103197,7893.0,2.58,FL,,,,,,
1399,Richardson,Texas,35.5,54676.0,56151.0,110827,29579.0,2.83,TX,,,,,,
1401,Wyoming,Michigan,32.8,35967.0,39310.0,75277,8612.0,2.65,MI,211.95,2.61,55.79,0.54,0.5,0.59
1402,Pearland,Texas,33.9,52336.0,59329.0,111665,16882.0,3.0,TX,273.71,10.28,115.87,5.07,6.66,8.74
1403,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,2980.0,2.4,LA,,,,,,
1404,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,2.53,IL,407.22,50.72,14.84,2.21,5.51,7.72
1405,Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,2.95,TX,347.14,22.28,170.23,8.94,24.68,29.08
1406,Bloomington,Illinois,35.1,37972.0,40323.0,78295,7287.0,2.34,IL,216.96,2.14,71.53,0.73,1.15,1.28
1407,San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,2.73,CA,257.02,4.97,141.62,3.13,18.1,24.1
1408,Kenner,Louisiana,36.9,33993.0,33113.0,67106,12352.0,2.5700000000000003,LA,,,,,,
1409,Manteca,California,35.3,37053.0,38397.0,75450,13942.0,3.25,CA,327.11,8.91,214.58,8.23,39.48,46.1
1410,Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,3.25,CA,,,,,,
1411,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,2.46,FL,236.99,8.65,75.82,0.52,6.0,9.71
1412,Chico,California,29.9,46168.0,44168.0,90336,8425.0,2.5,CA,,,,,,
1413,Paradise,Nevada,37.2,122784.0,114162.0,236946,66712.0,2.65,NV,253.68,15.94,135.9,5.19,11.81,26.57
1414,Livermore,California,36.7,41522.0,46595.0,88117,13959.0,2.91,CA,,,,,,
1415,Santa Rosa,California,37.9,86840.0,88149.0,174989,33015.0,2.7,CA,226.97,1.71,111.58,0.54,9.93,12.69
1416,Santa Barbara,California,37.8,45068.0,46784.0,91852,19441.0,2.51,CA,206.95,0.36,87.98,0.08,3.75,4.08
1417,Walnut Creek,California,47.6,31994.0,36912.0,68906,13624.0,2.22,CA,247.0,8.05,97.28,4.89,7.28,11.73
1418,Daly City,California,39.7,53817.0,52757.0,106574,56640.0,3.26,CA,230.31,1.39,87.98,1.01,5.32,12.63
1419,Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,2.69,OR,,,,,,
1420,East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,2.85,NJ,,,,,,
1421,Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,2.35,IN,267.03,18.68,60.8,3.87,2.95,4.61
1422,Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,2.65,FL,247.0,6.34,107.29,2.15,6.33,7.35
1423,Pomona,California,32.1,74945.0,78307.0,153252,53879.0,3.63,CA,,,,,,
1424,San Marcos,California,35.4,45246.0,47688.0,92934,21558.0,3.13,CA,223.64,4.16,70.81,0.3,2.5,4.82
1425,Stockton,California,32.5,150976.0,154674.0,305650,79583.0,3.16,CA,,,,,,
1426,Antioch,California,34.0,54733.0,55809.0,110542,24942.0,3.31,CA,220.3,2.83,94.41,0.6,1.92,2.13
1427,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,3.25,NV,270.37,21.94,124.45,6.5,12.13,29.27
1428,Akron,Ohio,38.1,96886.0,100667.0,197553,10024.0,2.24,OH,327.11,14.74,21.82,1.36,3.98,5.19
1429,Largo,Florida,45.1,38166.0,42841.0,81007,10489.0,2.28,FL,203.61,0.86,90.84,0.29,2.08,4.99
1430,Hayward,California,34.3,78152.0,80148.0,158300,60970.0,3.32,CA,,,,,,
1431,Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,6971.0,2.58,MD,,,,,,
1432,Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,2.33,MO,,,,,,
1433,Dearborn,Michigan,33.5,46482.0,48698.0,95180,23920.0,3.04,MI,,,,,,
1434,Centreville,Virginia,36.0,34749.0,37033.0,71782,27797.0,2.969999999999999,VA,,,,,,
1435,Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,2.68,WA,,,,,,
1436,Fort Myers,Florida,37.3,36850.0,37165.0,74015,15365.0,2.45,FL,220.3,1.46,98.71,0.31,4.61,7.07
1437,Fall River,Massachusetts,39.3,43314.0,45456.0,88770,14775.0,2.21,MA,,,,,,
1438,Glendale,California,42.1,98181.0,102844.0,201025,111510.0,2.69,CA,247.0,6.34,107.29,2.15,6.33,7.35
1439,Akron,Ohio,38.1,96886.0,100667.0,197553,10024.0,2.24,OH,327.11,14.74,21.82,1.36,3.98,5.19
1440,Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,3.45,WA,280.38,3.56,60.08,0.54,5.87,9.26
1441,Denver,Colorado,34.1,341137.0,341408.0,682545,113222.0,2.33,CO,,,,,,
1442,Napa,California,37.2,39828.0,40601.0,80429,18449.0,2.84,CA,220.3,1.08,108.72,0.51,8.58,11.43
1443,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,7443.0,2.55,WI,,,,,,
1444,Caguas,Puerto Rico,40.4,34743.0,42265.0,77008,,,PR,,,,,,
1445,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,2.53,FL,,,,,,
1446,Clovis,California,37.8,52392.0,51780.0,104172,13409.0,2.76,CA,,,,,,
1447,Beaverton,Oregon,35.6,47325.0,49252.0,96577,18933.0,2.46,OR,243.66,5.1,60.8,1.74,4.22,5.07
1448,Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,37875.0,2.45,KY,,,,,,
1450,Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,2.13,WA,,,,,,
1451,Clearwater,Florida,47.0,55225.0,57754.0,112979,17686.0,2.4,FL,200.27,0.19,91.55,0.21,1.85,5.34
1452,Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,2.64,TX,191.93,1.61,81.54,0.36,3.56,6.74
1453,Saint George,Utah,37.3,38732.0,41475.0,80207,4824.0,2.81,UT,357.15,3.3,75.1,1.49,2.78,5.28
1454,Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4454.0,2.49,WI,,,,,,
1455,Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,2.64,TN,223.64,3.13,83.69,0.53,1.94,2.12
1456,Sioux City,Iowa,34.3,38827.0,43949.0,82776,7471.0,2.5700000000000003,IA,206.95,1.67,75.82,0.69,2.43,4.0
1457,Fall River,Massachusetts,39.3,43314.0,45456.0,88770,14775.0,2.21,MA,,,,,,
1458,Vacaville,California,35.8,50091.0,46703.0,96794,10577.0,2.9,CA,226.97,1.76,121.59,0.48,9.55,12.33
1460,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,2.36,MI,211.95,2.96,51.5,1.97,0.61,0.77
1461,Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,3.32,CA,,,,,,
1462,Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,2.6,MD,337.12,26.05,54.36,3.01,8.98,9.99
1463,Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,2.76,IL,,,,,,
1465,Washington,District of Columbia,33.8,319705.0,352523.0,672228,95117.0,2.24,DC,,,,,,
1466,Victorville,California,30.6,60989.0,61247.0,122236,21959.0,3.47,CA,200.27,0.47,78.68,0.14,3.11,5.5
1467,Homestead,Florida,31.4,31401.0,35099.0,66500,24408.0,3.48,FL,,,,,,
1468,Atascocita,Texas,32.8,37424.0,40816.0,78240,8657.0,3.03,TX,343.8,28.45,94.41,3.07,9.09,11.78
1469,Poinciana,Florida,34.2,38142.0,35801.0,73943,14349.0,3.93,FL,213.62,3.13,94.41,0.61,3.04,4.48
1470,Arvada,Colorado,41.0,54870.0,60165.0,115035,4921.0,2.49,CO,323.77,21.94,95.84,2.8,9.73,11.22
1471,Kenner,Louisiana,36.9,33993.0,33113.0,67106,12352.0,2.5700000000000003,LA,,,,,,
1472,Tracy,California,35.5,43156.0,43937.0,87093,25410.0,3.42,CA,,,,,,
1473,Trenton,New Jersey,33.3,42581.0,41650.0,84231,20428.0,3.04,NJ,,,,,,
1474,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,4706.0,2.67,AL,,,,,,
1475,Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,2.55,CA,,,,,,
1476,Kansas City,Missouri,35.9,228430.0,246931.0,475361,37787.0,2.35,MO,293.73,15.77,72.24,4.53,5.98,7.65
1477,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5757.0,2.41,MN,,,,,,
1478,Victoria,Texas,35.8,32290.0,35291.0,67581,4480.0,2.7,TX,,,,,,
1479,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,2.66,MI,273.71,6.26,39.7,0.49,2.69,3.06
1480,San Francisco,California,38.3,439752.0,425064.0,864816,297199.0,2.37,CA,230.31,1.39,88.69,1.06,4.88,10.79
1481,Waterloo,Iowa,37.2,34488.0,33969.0,68457,5082.0,2.42,IA,226.97,2.51,75.82,0.4,3.85,4.08
1482,Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,2.6,MD,337.12,26.05,54.36,3.01,8.98,9.99
1484,Flagstaff,Arizona,23.9,33224.0,37093.0,70317,4262.0,2.55,AZ,168.56,0.36,87.26,0.17,3.9,6.4
1485,Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,2.38,FL,,,,,,
1486,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,205339.0,2.61,PA,,,,,,
1487,Victorville,California,30.6,60989.0,61247.0,122236,21959.0,3.47,CA,200.27,0.47,78.68,0.14,3.11,5.5
1488,Ontario,California,31.0,85059.0,86141.0,171200,48557.0,3.52,CA,423.91,12.0,280.38,14.66,53.85,59.32
1489,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5757.0,2.41,MN,,,,,,
1490,Palmdale,California,32.6,76361.0,81989.0,158350,41974.0,3.54,CA,,,,,,
1493,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,28567.0,2.42,FL,323.77,18.85,43.99,20.27,1.16,1.94
1494,Lowell,Massachusetts,33.4,54422.0,56298.0,110720,33414.0,2.8,MA,,,,,,
1495,Rochester,New York,31.4,100135.0,109673.0,209808,17735.0,2.36,NY,347.14,22.96,28.61,0.69,8.88,10.31
1496,Boise,Idaho,34.9,110099.0,108181.0,218280,13409.0,2.61,ID,223.64,2.49,90.84,0.51,6.94,20.84
1497,Centennial,Colorado,42.4,53222.0,56504.0,109726,9501.0,2.66,CO,380.52,40.1,85.12,7.03,8.41,9.96
1498,Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,2.24,OH,,,,,,
1499,Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,2.31,SD,178.58,1.82,61.51,0.32,1.34,3.08
1500,Palatine,Illinois,38.0,36506.0,32763.0,69269,21760.0,2.69,IL,,,,,,
1501,Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,2.969999999999999,AZ,,,,,,
1502,Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,3.18,CA,,,,,,
1503,Davie,Florida,40.8,48754.0,52140.0,100894,26532.0,2.719999999999999,FL,206.95,1.35,92.98,0.22,3.14,5.85
1504,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,2.36,MI,211.95,2.96,51.5,1.97,0.61,0.77
1505,Missouri City,Texas,37.2,34932.0,36846.0,71778,18556.0,3.03,TX,350.48,23.31,86.55,1.25,6.64,9.15
1506,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,8948.0,2.6,TN,,,,,,
1507,Flint,Michigan,35.3,48984.0,49313.0,98297,2138.0,2.38,MI,267.03,5.57,39.7,0.41,3.22,3.32
1508,Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,2.47,NC,,,,,,
1509,Concord,California,39.6,62310.0,66358.0,128668,37428.0,2.719999999999999,CA,250.34,8.91,50.78,1.55,3.08,3.59
1510,Hillsboro,Oregon,35.3,50926.0,51434.0,102360,19531.0,2.68,OR,,,,,,
1511,Allen,Pennsylvania,33.5,60626.0,59581.0,120207,19652.0,2.67,PA,,,,,,
1512,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,2.43,MA,247.0,8.48,56.51,0.65,2.58,3.26
1513,Suffolk,Virginia,38.2,43048.0,45113.0,88161,2829.0,2.719999999999999,VA,230.31,2.57,72.96,0.89,6.89,7.94
1514,Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,2.59,TX,,,,,,
1515,Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,3.2,AZ,226.97,5.48,145.91,2.59,8.82,17.46
1517,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,2.39,MA,233.65,4.07,65.8,1.03,3.0,5.86
1518,Cicero,Illinois,28.5,43153.0,40714.0,83867,33801.0,3.89,IL,293.73,21.94,52.21,2.12,3.5,4.74
1519,Aurora,Illinois,31.7,101964.0,101751.0,203715,50980.0,3.3,IL,247.0,10.97,47.21,0.17,1.94,2.7
1520,Westminster,Colorado,37.8,54866.0,58251.0,113117,11361.0,2.63,CO,260.35,30.5,0.53,8.23,5.25,5.92
1522,Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,2.35,CA,247.0,5.01,88.69,2.09,5.07,10.53
1523,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,38360.0,2.61,VA,,,,,,
1524,Manteca,California,35.3,37053.0,38397.0,75450,13942.0,3.25,CA,327.11,8.91,214.58,8.23,39.48,46.1
1525,Nampa,Idaho,31.4,45651.0,44199.0,89850,6607.0,2.98,ID,,,,,,
1526,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,21802.0,2.16,MO,313.76,20.05,36.84,0.53,3.37,4.76
1527,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,17043.0,2.95,PA,,,,,,
1528,Arden-Arcade,California,41.5,47596.0,48680.0,96276,13458.0,2.18,CA,273.71,5.74,161.65,2.41,21.49,24.93
1529,Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,2.76,CA,267.03,16.28,47.92,0.62,2.57,3.7
1530,Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,2.13,WA,,,,,,
1531,Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,2.4,NC,,,,,,
1532,Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,2.55,NV,201.94,7.11,121.59,1.85,7.55,19.41
1533,Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,3.13,CA,,,,,,
1534,Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,37875.0,2.45,KY,,,,,,
1535,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,2.55,FL,226.97,5.23,87.26,0.51,6.88,9.94
1536,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,2.53,LA,236.99,5.74,94.41,1.24,5.73,8.59
1537,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,2.44,GA,223.64,1.89,66.52,0.75,2.57,3.27
1538,Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,2.41,MI,263.69,5.1,39.34,0.4,3.18,3.31
1540,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,2.39,MA,323.77,26.39,40.41,3.43,4.47,7.63
1541,Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5396.0,2.54,LA,223.64,3.94,94.41,0.81,3.78,5.26
1542,Ontario,California,31.0,85059.0,86141.0,171200,48557.0,3.52,CA,423.91,12.0,280.38,14.66,53.85,59.32
1543,Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,2.71,KS,293.73,15.77,72.24,4.53,5.98,7.65
1544,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,5757.0,3.44,AZ,210.29,1.97,108.72,0.48,5.96,14.8
1545,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,2.17,AZ,,,,,,
1546,Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,3.18,CA,,,,,,
1547,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3222.0,2.44,AR,240.33,4.11,53.64,0.29,3.69,3.99
1548,Somerville,Massachusetts,31.0,41028.0,39306.0,80334,22292.0,2.43,MA,,,,,,
1549,Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,3.23,CA,,,,,,
1550,Des Moines,Iowa,34.5,103726.0,106591.0,210317,23857.0,2.41,IA,,,,,,
1551,Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,4982.0,2.35,WI,,,,,,
1552,Framingham,Massachusetts,40.3,35442.0,35768.0,71210,19070.0,2.49,MA,257.02,12.0,55.79,1.51,3.18,5.25
1553,Mesquite,Texas,34.6,69240.0,75884.0,145124,26755.0,2.96,TX,520.71,45.93,23.25,1.59,6.37,10.18
1554,Peoria,Arizona,36.9,80139.0,91103.0,171242,14260.0,2.969999999999999,AZ,273.71,13.71,40.41,0.19,2.9,3.4
1556,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,2.39,MA,233.65,4.07,65.8,1.03,3.0,5.86
1557,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,205339.0,2.61,PA,,,,,,
1558,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,2.43,MA,247.0,8.48,56.51,0.65,2.58,3.26
1559,Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,2.34,OR,247.0,5.66,37.55,1.71,3.46,4.18
1560,Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,2.969999999999999,KS,,,,,,
